['Абазівка', 'Полтавська']
['Семенівка', 'Запорізька']
['Семенівка', 'Миколаївська']
['Семенівка', 'Полтавська']
['Семенівка', 'Чернігівська']
['Сенкевичівка', 'Волинська']
['Сенча', 'Полтавська']
['Сеньківка', 'Київська']
['Сергіївка', 'Донецька']
['Сергіївка', 'Одеська']
['Середина-Буда', 'Сумська']
['Сереховичі', 'Волинська']
['Серники', 'Рівненська']
['Сиваське', 'Херсонська']
['Симонів', 'Рівненська']
['Сінгури', 'Житомирська']
['Синельникове', 'Дніпропетровська']
['Синюхін Брід', 'Миколаївська']
['Синява', 'Київська']
['Синяк', 'Київська']
['Скадовськ', 'Херсонська']
['Скала-Подільська', 'Тернопільська']
['Скалат', 'Тернопільська']
['Скаржинці', 'Хмельницька']
['Сквира', 'Київська']
['Скелівка', 'Львівська']
['Сколе', 'Львовская']
['Скороходове (Артемівка)', 'Полтавська']
['Славгород', 'Дніпропетровська']
['Славське', 'Львівська']
['Славута', 'Хмельницька']
['Славутич', 'Київська']
['Слов\'янка', 'Дніпропетровська']
['Слов\'янськ', 'Донецька']
['Слатине', 'Харківська']
['Слобідка', 'Одеська']
['Слобожанське', 'Дніпропетровська']
['Слобожанське', 'Харківська']
['Слобожанське (Чапаєве)', 'Харківська']
['Словечно', 'Житомирська']
['Сміла', 'Черкаська']
['Смирнове', 'Запорізька']
['Смоліно', 'Кіровоградська']
['Смотрич', 'Хмельницька']
['Смига', 'Рівненська']
['Снігурівка', 'Миколаївська']
['Сновськ', 'Чернігівська']
['Снятин', 'Івано-Франківська']
['Соболівка', 'Вінницька']
['Сокаль', 'Львівська']
['Сокиринці', 'Чернігівська']
['Сокирниця', 'Закарпатська']
['Сокиряни', 'Чернівецька']
['Сокіл', 'Волинська']
['Соколівка', 'Черкаська']
['Сокологірне', 'Херсонська']
['Сокільники', 'Львівська']
['Сокільча', 'Житомирська']
['Соледар', 'Донецька']
['Солоне', 'Дніпропетровська']
['Солобківці', 'Хмельницька']
['Соломна', 'Хмельницька']
['Солоницівка', 'Харківська']
['Солотвин', 'Івано-Франківська']
['Сосниця', 'Чернігівська']
['Соснівка', 'Львівська']
['Соснове', 'Рівненська']
['Сосновий', 'Луганська']
['Софіївка', 'Дніпропетровська']
['Софіївка', 'Миколаївська']
['Софіївська Борщагівка', 'Київська']
['Сошичне', 'Волинська']
['Спас', 'Івано-Франківська']
['Срібне', 'Чернігівська']
['Середнє', 'Закарпатська']
['Середнє Водяне', 'Закарпатська']
['Ставище', 'Київська']
['Ставки', 'Вінницька']
['Ставкове', 'Одеська']
['Ставне', 'Закарпатська']
['Ставчани', 'Чернівецька']
['Станіслав', 'Херсонська']
['Станишівка', 'Житомирська']
['Стара Вижівка', 'Волинська']
['Стара Котельня', 'Житомирська']
['Стара Синява', 'Хмельницька']
['Стара Ушиця', 'Хмельницька']
['Стара Царичанка', 'Одеська']
['Стара Чортория', 'Житомирська']
['Старобільськ', 'Луганська']
['Старовірівка', 'Харківська']
['Старе', 'Київська']
['Старе Село', 'Рівненська']
['Старокозаче', 'Одеська']
['Старокостянтинів', 'Хмельницька']
['Старомлинівка', 'Донецька']
['Старосілля', 'Черкаська']
['Старі Бросківці', 'Чернівецька']
['Старі Кути', 'Івано-Франківська']
['Старі Петрівці', 'Київська']
['Старий Косів', 'Івано-Франківська']
['Старий Крим', 'Донецька']
['Старий Лисець', 'Івано-Франківська']
['Старий Любар', 'Житомирська']
['Старий Мерчик', 'Харківська']
['Старий Мізунь', 'Івано-Франківська']
['Старий Остропіль', 'Хмельницька']
['Старий Салтів', 'Харківська']
['Старий Самбір', 'Львівська']
['Старичі', 'Львівська']
['Стасі', 'Полтавська']
['Стеблів', 'Черкаська']
['Стебник', 'Львівська']
['Стінка', 'Тернопільська']
['Степанки', 'Черкаська']
['Степанівка', 'Полтавська']
['Степанівка', 'Сумська']
['Степанівка', 'Херсонська']
['Степанівка Перша', 'Запорізька']
['Степанці', 'Черкаська']
['Степань', 'Рівненська']
['Степківка', 'Миколаївська']
['Степногірськ', 'Запорізька']
['Степове', 'Миколаївська']
['Стецева', 'Івано-Франківська']
['Сторожинець', 'Чернівецька']
['Страбичово', 'Закарпатська']
['Стрілецький Кут', 'Чернівецька']
['Стрілки', 'Львівська']
['Стрілкове', 'Херсонська']
['Стриганці', 'Івано-Франківська']
['Струга', 'Хмельницька']
['Струсів', 'Тернопільська']
['Стрий', 'Львівська']
['Стрюкове', 'Одеська']
['Студениця', 'Житомирська']
['Суботці', 'Кіровоградська']
['Суворове', 'Одеська']
['Судова Вишня', 'Львівська']
['Суємці', 'Житомирська']
['Суми', 'Сумська']
['Супрунівка', 'Полтавська']
['Сурсько-Литовське', 'Дніпропетровська']
['Сурсько-Михайлівка', 'Дніпропетровська']
['Сутиски', 'Вінницька']
['Сухорабівка', 'Полтавська']
['Сушки', 'Житомирська']
['Східниця', 'Львівська']
['Щасливе', 'Київська']
['Щастя', 'Луганська']
['Щасливцеве', 'Херсонська']
['Таврійськ', 'Херсонська']
['Тавричанка', 'Херсонська']
['Таврійське (Кірове)', 'Запорізька']
['Таганча', 'Черкаська']
['Талалаївка', 'Чернігівська']
['Тальне', 'Черкаська']
['Тальянки', 'Черкаська']
['Таранівка', 'Харківська']
['Тарасівка', 'Закарпатська']
['Тарасівка', 'Запорізька']
['Тарасівка', 'Київська']
['Тарасівка', 'Херсонська']
['Тарасове', 'Волинська']
['Тарасівці', 'Чернівецька']
['Тараща', 'Київська']
['Тартаків', 'Львівська']
['Тарутине', 'Одеська']
['Татарбунари', 'Одеська']
['Татарів', 'Івано-Франківська']
['Таужне', 'Кіровоградська']
['Ташань', 'Київська']
['Теково', 'Закарпатська']
['Телепине', 'Черкаська']
['Теофіполь', 'Хмельницька']
['Теплик', 'Вінницька']
['Теплодар', 'Одеська']
['Тереблече', 'Чернівецька']
['Теребля', 'Закарпатська']
['Теребовля', 'Тернопільська']
['Тересва', 'Закарпатська']
['Тернувате', 'Запорізька']
['Тернівка', 'Дніпропетровська']
['Тернопіль', 'Тернопільська']
['Терни', 'Сумська']
['Терпіння', 'Запорізька']
['Тетерівка', 'Житомирська']
['Тетіїв', 'Київська']
['Тиманівка', 'Вінницька']
['Тимошівка', 'Запорізька']
['Тиньки', 'Черкаська']
['Тишківка', 'Кіровоградська']
['Тлумач', 'Івано-Франківська']
['Токарівка', 'Миколаївська']
['Токмак', 'Запорізька']
['Токівське', 'Дніпропетровська']
['Товсте', 'Тернопільська']
['Томаківка', 'Дніпропетровська']
['Томашгород', 'Рівненська']
['Томашівка', 'Хмельницька']
['Томашпіль', 'Вінницька']
['Топилівка', 'Черкаська']
['Топорів', 'Львівська']
['Топорівці', 'Чернівецька']
['Торговиця', 'Івано-Франківська']
['Торговиця', 'Кіровоградська']
['Торецьк', 'Донецька']
['Торунь', 'Закарпатська']
['Торчин', 'Волинська']
['Требухів', 'Київська']
['Трьохізбенка', 'Луганська']
['Троїцьке', 'Дніпропетровська']
['Троїцьке', 'Київська']
['Троїцьке', 'Луганська']
['Троїцьке', 'Одеська']
['Тростянець', 'Вінницька']
['Тростянець', 'Сумська']
['Тростянчик', 'Вінницька']
['Троянів', 'Житомирська']
['Трускавець', 'Львівська']
['Трушівці', 'Черкаська']
['Тульчин', 'Вінницька']
['Тупальці', 'Житомирська']
['Тупичів', 'Чернігівська']
['Турбів', 'Вінницька']
['Турійськ', 'Волинська']
['Турка', 'Львівська']
['Тутовичі', 'Рівненська']
['Тучин', 'Рівненська']
['Тиврів', 'Вінницька']
['Тинне', 'Рівненська']
['Тисмениця', 'Івано-Франківська']
['Тютюнники', 'Житомирська']
['Тягинка', 'Херсонська']
['Тячів', 'Закарпатська']
['Вугледар', 'Донецька']
['Вугілля', 'Закарпатська']
['Угроїди', 'Сумська']
['Удич', 'Вінницька']
['Удрицьк', 'Рівненська']
['Ужгород', 'Закарпатська']
['Узин', 'Київська']
['Українка', 'Київська']
['Українськ', 'Донецька']
['Уладівка', 'Вінницька']
['Уланів', 'Вінницька']
['Улашківці', 'Тернопільська']
['Вуличне', 'Львівська']
['Ульянівка', 'Сумська']
['Умань', 'Черкаська']
['Усатове', 'Одеська']
['Успенка', 'Сумська']
['Успенівка', 'Запорізька']
['Устивиця', 'Полтавська']
['Устилуг', 'Волинська']
['Устимівка', 'Київська']
['Устинівка', 'Кіровоградська']
['Устя', 'Вінницька']
['Устя Зелене', 'Тернопільська']
['Ушомир', 'Житомирська']
['Фанчикове', 'Закарпатська']
['Фараонівка', 'Одеська']
['Фастів', 'Київська']
['Федорівка', 'Полтавська']
['Федорівка', 'Херсонська']
['Федорівка (Чубарівка)', 'Запорізька']
['Феськи', 'Харківська']
['Фонтанка', 'Одеська']
['Фруктове', 'Запорізька']
['Фурси', 'Київська']
['Халявин', 'Чернігівська']
['Харків', 'Харківська']
['Хацьки', 'Черкаська']
['Хащувате', 'Кіровоградська']
['Херсон', 'Херсонська']
['Хімчин', 'Івано-Франківська']
['Хмелівка', 'Тернопільська']
['Хмелеве', 'Кіровоградська']
['Хмільник', 'Вінницька']
['Хмельницький', 'Хмельницька']
['Ходорів', 'Львівська']
['Ходосівка', 'Київська']
['Холми', 'Чернігівська']
['Холодна Балка', 'Одеська']
['Хомутець', 'Полтавська']
['Хоптинці', 'Хмельницька']
['Хорішки', 'Полтавська']
['Хорол', 'Полтавська']
['Хоростків', 'Тернопільська']
['Хорошів', 'Житомирська']
['Хорошеве', 'Харківська']
['Хороше', 'Дніпропетровська']
['Хотень', 'Сумська']
['Хотешів', 'Волинська']
['Хотин', 'Чернівецька']
['Хотів', 'Київська']
['Хотянівка', 'Київська']
['Христинівка', 'Черкаська']
['Христофорівка', 'Дніпропетровська']
['Хроли', 'Харківська']
['Худоліївка', 'Полтавська']
['Худяки', 'Черкаська']
['Хуст', 'Закарпатська']
['Хутір-Будилів', 'Івано-Франківська']
['Хирів', 'Львівська']
['Царичанка', 'Дніпропетровська']
['Цебрикове', 'Одеська']
['Центральне', 'Миколаївська']
['Цепцевичі', 'Рівненська']
['Цибулів', 'Черкаська']
['Циркуни', 'Харківська']
['Цумань', 'Волинська']
['Цуцилів', 'Івано-Франківська']
['Чабани', 'Київська']
['Чагор', 'Чернівецька']
['Чайки', 'Київська']
['Чаньков', 'Хмельницька']
['Чаплинка', 'Херсонська']
['Чаплине', 'Дніпропетровська']
['Часів Яр', 'Донецька']
['Чемерівці', 'Хмельницька']
['Чепа', 'Закарпатська']
['Червона Слобода', 'Черкаська']
['Червоноград', 'Львівська']
['Червоногригорівка', 'Дніпропетровська']
['Червоне', 'Житомирська']
['Червоний Кут', 'Черкаська']
['Черепашинці', 'Вінницька']
['Черкаська Лозова', 'Харківська']
['Черкаське', 'Дніпропетровська']
['Черкаси', 'Черкаська']
['Черна', 'Закарпатська']
['Чернівці', 'Вінницька']
['Чернелівка', 'Хмельницька']
['Чернелиця', 'Івано-Франківська']
['Чернігів', 'Чернігівська']
['Чернігівка', 'Запорізька']
['Чорнобаївка', 'Херсонська']
['Чорнобай', 'Черкаська']
['Чорнівка', 'Чернівецька']
['Чернівці', 'Чернівецька']
['Чорноморське', 'Одеська']
['Чорноморське', 'Херсонська']
['Чорнотисів', 'Закарпатська']
['Чорнухи', 'Полтавська']
['Чорний Острів', 'Хмельницька']
['Чернявщина', 'Дніпропетровська']
['Чернянка', 'Херсонська']
['Черняхів', 'Житомирська']
['Черняхівка', 'Київська']
['Чортків', 'Тернопільська']
['Черче', 'Волинська']
['Черче', 'Хмельницька']
['Чечельник', 'Вінницька']
['Чигирин', 'Черкаська']
['Чинадієво', 'Закарпатська']
['Чистополь', 'Дніпропетровська']
['Чкалове', 'Запорізька']
['Чкалове', 'Херсонська']
['Чкаловське', 'Харківська']
['Чонгар', 'Херсонська']
['Чоп', 'Закарпатська']
['Чоповичі', 'Житомирська']
['Чорноводи', 'Хмельницька']
['Чорниж', 'Волинська']
['Чортків', 'Тернопільська']
['Чотирбоки', 'Хмельницька']
['Чубинське', 'Київська']
['Чубинці', 'Київська']
['Чугуїв', 'Харківська']
['Чудей', 'Чернівецька']
['Чуднів', 'Житомирська']
['Чукалівка', 'Івано-Франківська']
['Чулаківка', 'Херсонська']
['Чумаки', 'Дніпропетровська']
['Чумалеве', 'Закарпатська']
['Чупахівка', 'Сумська']
['Чутове', 'Полтавська']
['Шабалинів', 'Чернігівська']
['Шабо', 'Одеська']
['Шаланки', 'Закарпатська']
['Шамраївка', 'Київська']
['Шаргород', 'Вінницька']
['Шаровечка', 'Хмельницька']
['Шатава', 'Хмельницька']
['Шацьк', 'Волинська']
['Шевченкове', 'Івано-Франківська']
['Шевченкове', 'Київська']
['Шевченкове', 'Одеська']
['Шевченкове', 'Полтавська']
['Шевченкове', 'Харківська']
['Шевченкове', 'Черкаська']
['Шевченкове (Шевченківський с/с)', 'Миколаївська']
['Шелудьківка', 'Харківська']
['Шендерівка', 'Черкаська']
['Шепетівка', 'Хмельницька']
['Шершенці', 'Одеська']
['Шестеринці', 'Черкаська']
['Шилівці', 'Чернівецька']
['Шипинці', 'Чернівецька']
['Шиповате', 'Харківська']
['Широкий', 'Луганська']
['Широке', 'Дніпропетровська']
['Широке', 'Закарпатська']
['Ширяєве', 'Одеська']
['Шишаки', 'Полтавська']
['Шкарівка', 'Київська']
['Шкло', 'Львівська']
['Шляхова', 'Вінницька']
['Шостка', 'Сумська']
['Шпиків', 'Вінницька']
['Шпитьки', 'Київська']
['Шпола', 'Черкаська']
['Шрамківка', 'Черкаська']
['Шумськ', 'Тернопільська']
['Щербані', 'Миколаївська']
['Щирець', 'Львівська']
['Енергодар', 'Запорізька']
['Есхар', 'Харківська']
['Ювілейне', 'Херсонська']
['Південний', 'Одеська']
['Южноукраїнськ', 'Миколаївська']
['Юрківка', 'Вінницька']
['Юр\'ївка', 'Дніпропетровська']
['Яблунець', 'Житомирська']
['Яблунів', 'Івано-Франківська']
['Яблунівка', 'Чернігівська']
['Яворів', 'Львівська']
['Яготин', 'Київська']
['Язловець', 'Тернопільська']
['Яковлівка', 'Одеська']
['Яланець', 'Вінницька']
['Ялта', 'Донецька']
['Ямпіль', 'Вінницька']
['Ямпіль', 'Сумська']
['Ямпіль', 'Хмельницька']
['Яремче', 'Івано-Франківська']
['Яреськи', 'Полтавська']
['Ярмолинці', 'Хмельницька']
['Ярунь', 'Житомирська']
['Ясенів', 'Львівська']
['Ясенове Друге', 'Одеська']
['Ясіня', 'Закарпатська']
['Ясниська', 'Львівська']
['Ясногірка', 'Донецька']
['Ясногірка', 'Рівненська']
['Яснозір\'я', 'Черкаська']
