['Абазовка', 'Полтавская']
['Середина-Буда', 'Сумская']
['Сереховичи', 'Волынская']
['Серники', 'Ровенская']
['Сивашское', 'Херсонская']
['Симонов', 'Ровенская']
['Сингуры', 'Житомирская']
['Синельниково', 'Днепропетровская']
['Синюхин Брод', 'Николаевская']
['Синява', 'Киевская']
['Синяк', 'Киевская']
['Скадовск', 'Херсонская']
['Скала-Подольская', 'Тернопольская']
['Скалат', 'Тернопольская']
['Скаржинцы', 'Хмельницкая']
['Сквира', 'Киевская']
['Скелевка', 'Львовская']
['Сколе', 'Львовская']
['Скороходово (Артемовка)', 'Полтавская']
['Славгород', 'Днепропетровская']
['Славское', 'Львовская']
['Славута', 'Хмельницкая']
['Славутич', 'Киевская']
['Славянка', 'Днепропетровская']
['Славянск', 'Донецкая']
['Слатино', 'Харьковская']
['Слободка', 'Одесская']
['Слобожанское', 'Днепропетровская']
['Слобожанское', 'Харьковская']
['Слобожанское (Чапаево)', 'Харьковская']
['Словечно', 'Житомирская']
['Смела', 'Черкасская']
['Смирново', 'Запорожская']
['Смолино', 'Кировоградская']
['Смотрич', 'Хмельницкая']
['Смыга', 'Ровенская']
['Снигиревка', 'Николаевская']
['Сновск', 'Черниговская']
['Снятин', 'Ивано-Франковская']
['Соболевка', 'Винницкая']
['Сокаль', 'Львовская']
['Сокиринцы', 'Черниговская']
['Сокирница', 'Закарпатская']
['Сокиряны', 'Черновицкая']
['Сокол', 'Волынская']
['Соколовка', 'Черкасская']
['Сокологорное', 'Херсонская']
['Сокольники', 'Львовская']
['Сокольча', 'Житомирская']
['Соледар', 'Донецкая']
['Соленое', 'Днепропетровская']
['Солобковцы', 'Хмельницкая']
['Соломна', 'Хмельницкая']
['Солоницевка', 'Харьковская']
['Солотвин', 'Ивано-Франковская']
['Сосница', 'Черниговская']
['Сосновка', 'Львовская']
['Сосновое', 'Ровенская']
['Сосновый', 'Луганская']
['Софиевка', 'Днепропетровская']
['Софиевка', 'Николаевская']
['Софиевская Борщаговка', 'Киевская']
['Сошичное', 'Волынская']
['Спас', 'Ивано-Франковская']
['Сребное', 'Черниговская']
['Среднее', 'Закарпатская']
['Среднее Водяное', 'Закарпатская']
['Ставище', 'Киевская']
['Ставки', 'Винницкая']
['Ставковое', 'Одесская']
['Ставное', 'Закарпатская']
['Ставчаны', 'Черновицкая']
['Станислав', 'Херсонская']
['Станишовка', 'Житомирская']
['Старая Выжевка', 'Волынская']
['Старая Котельня', 'Житомирская']
['Старая Синява', 'Хмельницкая']
['Старая Ушица', 'Хмельницкая']
['Старая Царичанка', 'Одесская']
['Старая Чертория', 'Житомирская']
['Старобельск', 'Луганская']
['Староверовка', 'Харьковская']
['Старое', 'Киевская']
['Старое Село', 'Ровенская']
['Староказачье', 'Одесская']
['Староконстантинов', 'Хмельницкая']
['Старомлыновка', 'Донецкая']
['Староселье', 'Черкасская']
['Старые Бросковцы', 'Черновицкая']
['Старые Куты', 'Ивано-Франковская']
['Старые Петровцы', 'Киевская']
['Старый Косов', 'Ивано-Франковская']
['Старый Крым', 'Донецкая']
['Старый Лисец', 'Ивано-Франковская']
['Старый Любар', 'Житомирская']
['Старый Мерчик', 'Харьковская']
['Старый Мизунь', 'Ивано-Франковская']
['Старый Острополь', 'Хмельницкая']
['Старый Салтов', 'Харьковская']
['Старый Самбор', 'Львовская']
['Старычи', 'Львовская']
['Стаси', 'Полтавская']
['Стеблев', 'Черкасская']
['Стебник', 'Львовская']
['Стенка', 'Тернопольская']
['Степанки', 'Черкасская']
['Степановка', 'Полтавская']
['Степановка', 'Сумская']
['Степановка', 'Херсонская']
['Степановка Первая', 'Запорожская']
['Степанцы', 'Черкасская']
['Степань', 'Ровенская']
['Степковка', 'Николаевская']
['Степногорск', 'Запорожская']
['Степовое', 'Николаевская']
['Стецева', 'Ивано-Франковская']
['Сторожинец', 'Черновицкая']
['Страбычово', 'Закарпатская']
['Стрелецкий Кут', 'Черновицкая']
['Стрелки', 'Львовская']
['Стрелковое', 'Херсонская']
['Стриганцы', 'Ивано-Франковская']
['Струга', 'Хмельницкая']
['Струсов', 'Тернопольская']
['Стрый', 'Львовская']
['Стрюково', 'Одесская']
['Студеница', 'Житомирская']
['Субботцы', 'Кировоградская']
['Суворово', 'Одесская']
['Судовая Вишня', 'Львовская']
['Суемцы', 'Житомирская']
['Сумы', 'Сумская']
['Супруновка', 'Полтавская']
['Сурско-Литовское', 'Днепропетровская']
['Сурско-Михайловка', 'Днепропетровская']
['Сутиски', 'Винницкая']
['Сухорабовка', 'Полтавская']
['Сушки', 'Житомирская']
['Сходница', 'Львовская']
['Счастливое', 'Киевская']
['Счастье', 'Луганская']
['Счастливцево', 'Херсонская']
['Таврийск', 'Херсонская']
['Тавричанка', 'Херсонская']
['Таврическое (Кирово)', 'Запорожская']
['Таганча', 'Черкасская']
['Талалаевка', 'Черниговская']
['Тальное', 'Черкасская']
['Тальянки', 'Черкасская']
['Тарановка', 'Харьковская']
['Тарасовка', 'Закарпатская']
['Тарасовка', 'Запорожская']
['Тарасовка', 'Киевская']
['Тарасовка', 'Херсонская']
['Тарасово', 'Волынская']
['Тарасовцы', 'Черновицкая']
['Тараща', 'Киевская']
['Тартаков', 'Львовская']
['Тарутино', 'Одесская']
['Татарбунары', 'Одесская']
['Татаров', 'Ивано-Франковская']
['Таужное', 'Кировоградская']
['Ташань', 'Киевская']
['Теково', 'Закарпатская']
['Телепино', 'Черкасская']
['Теофиполь', 'Хмельницкая']
['Теплик', 'Винницкая']
['Теплодар', 'Одесская']
['Тереблече', 'Черновицкая']
['Теребля', 'Закарпатская']
['Теребовля', 'Тернопольская']
['Тересва', 'Закарпатская']
['Терноватое', 'Запорожская']
['Терновка', 'Днепропетровская']
['Тернополь', 'Тернопольская']
['Терны', 'Сумская']
['Терпенье', 'Запорожская']
['Тетеревка', 'Житомирская']
['Тетиев', 'Киевская']
['Тимановка', 'Винницкая']
['Тимошовка', 'Запорожская']
['Тиньки', 'Черкасская']
['Тишковка', 'Кировоградская']
['Тлумач', 'Ивано-Франковская']
['Токаревка', 'Николаевская']
['Токмак', 'Запорожская']
['Токовское', 'Днепропетровская']
['Толстое', 'Тернопольская']
['Томаковка', 'Днепропетровская']
['Томашгород', 'Ровенская']
['Томашовка', 'Хмельницкая']
['Томашполь', 'Винницкая']
['Топиловка', 'Черкасская']
['Топоров', 'Львовская']
['Топоровцы', 'Черновицкая']
['Торговица', 'Ивано-Франковская']
['Торговица', 'Кировоградская']
['Торецк', 'Донецкая']
['Торунь', 'Закарпатская']
['Торчин', 'Волынская']
['Требухов', 'Киевская']
['Трехизбенка', 'Луганская']
['Троицкое', 'Днепропетровская']
['Троицкое', 'Киевская']
['Троицкое', 'Луганская']
['Троицкое', 'Одесская']
['Тростянец', 'Винницкая']
['Тростянец', 'Сумская']
['Тростянчик', 'Винницкая']
['Троянов', 'Житомирская']
['Трускавец', 'Львовская']
['Трушевцы', 'Черкасская']
['Тульчин', 'Винницкая']
['Тупальцы', 'Житомирская']
['Тупичев', 'Черниговская']
['Турбов', 'Винницкая']
['Турийск', 'Волынская']
['Турка', 'Львовская']
['Тутовичи', 'Ровенская']
['Тучин', 'Ровенская']
['Тывров', 'Винницкая']
['Тынное', 'Ровенская']
['Тысменица', 'Ивано-Франковская']
['Тютюнники', 'Житомирская']
['Тягинка', 'Херсонская']
['Тячев', 'Закарпатская']
['Угледар', 'Донецкая']
['Угля', 'Закарпатская']
['Угроеды', 'Сумская']
['Удич', 'Винницкая']
['Удрицк', 'Ровенская']
['Ужгород', 'Закарпатская']
['Узин', 'Киевская']
['Украинка', 'Киевская']
['Украинск', 'Донецкая']
['Уладовка', 'Винницкая']
['Уланов', 'Винницкая']
['Улашковцы', 'Тернопольская']
['Уличное', 'Львовская']
['Ульяновка', 'Сумская']
['Умань', 'Черкасская']
['Усатово', 'Одесская']
['Успенка', 'Сумская']
['Успеновка', 'Запорожская']
['Устивица', 'Полтавская']
['Устилуг', 'Волынская']
['Устимовка', 'Киевская']
['Устиновка', 'Кировоградская']
['Устье', 'Винницкая']
['Устье Зеленое', 'Тернопольская']
['Ушомир', 'Житомирская']
['Фанчиково', 'Закарпатская']
['Фараоновка', 'Одесская']
['Фастов', 'Киевская']
['Федоровка', 'Полтавская']
['Федоровка', 'Херсонская']
['Федоровка (Чубаревка)', 'Запорожская']
['Феськи', 'Харьковская']
['Фонтанка', 'Одесская']
['Фруктовое', 'Запорожская']
['Фурсы', 'Киевская']
['Халявин', 'Черниговская']
['Харьков', 'Харьковская']
['Хацки', 'Черкасская']
['Хащеватое', 'Кировоградская']
['Херсон', 'Херсонская']
['Химчин', 'Ивано-Франковская']
['Хмелевка', 'Тернопольская']
['Хмелевое', 'Кировоградская']
['Хмельник', 'Винницкая']
['Хмельницкий', 'Хмельницкая']
['Ходоров', 'Львовская']
['Ходосовка', 'Киевская']
['Холмы', 'Черниговская']
['Холодная Балка', 'Одесская']
['Хомутец', 'Полтавская']
['Хоптынци', 'Хмельницкая']
['Хоришки', 'Полтавская']
['Хорол', 'Полтавская']
['Хоростков', 'Тернопольская']
['Хорошев', 'Житомирская']
['Хорошево', 'Харьковская']
['Хорошее', 'Днепропетровская']
['Хотень', 'Сумская']
['Хотешов', 'Волынская']
['Хотин', 'Черновицкая']
['Хотов', 'Киевская']
['Хотяновка', 'Киевская']
['Христиновка', 'Черкасская']
['Христофоровка', 'Днепропетровская']
['Хролы', 'Харьковская']
['Худолиевка', 'Полтавская']
['Худяки', 'Черкасская']
['Хуст', 'Закарпатская']
['Хутор-Будилов', 'Ивано-Франковская']
['Хыров', 'Львовская']
['Царичанка', 'Днепропетровская']
['Цебриково', 'Одесская']
['Центральное', 'Николаевская']
['Цепцевичи', 'Ровенская']
['Цибулев', 'Черкасская']
['Циркуны', 'Харьковская']
['Цумань', 'Волынская']
['Цуцилов', 'Ивано-Франковская']
['Чабаны', 'Киевская']
['Чагор', 'Черновицкая']
['Чайки', 'Киевская']
['Чаньков', 'Хмельницкая']
['Чаплинка', 'Херсонская']
['Чаплино', 'Днепропетровская']
['Часов Яр', 'Донецкая']
['Чемеровцы', 'Хмельницкая']
['Чепа', 'Закарпатская']
['Червоная Слобода', 'Черкасская']
['Червоноград', 'Львовская']
['Червоногригоровка', 'Днепропетровская']
['Червоное', 'Житомирская']
['Червоный Кут', 'Черкасская']
['Черепашинцы', 'Винницкая']
['Черкасская Лозовая', 'Харьковская']
['Черкасское', 'Днепропетровская']
['Черкассы', 'Черкасская']
['Черна', 'Закарпатская']
['Черневцы', 'Винницкая']
['Чернелевка', 'Хмельницкая']
['Чернелица', 'Ивано-Франковская']
['Чернигов', 'Черниговская']
['Черниговка', 'Запорожская']
['Чернобаевка', 'Херсонская']
['Чернобай', 'Черкасская']
['Черновка', 'Черновицкая']
['Черновцы', 'Черновицкая']
['Черноморское', 'Одесская']
['Черноморское', 'Херсонская']
['Чернотисов', 'Закарпатская']
['Чернухи', 'Полтавская']
['Черный Остров', 'Хмельницкая']
['Чернявщина', 'Днепропетровская']
['Чернянка', 'Херсонская']
['Черняхов', 'Житомирская']
['Черняховка', 'Киевская']
['Чертков', 'Тернопольская']
['Черче', 'Волынская']
['Черче', 'Хмельницкая']
['Чечельник', 'Винницкая']
['Чигирин', 'Черкасская']
['Чинадиево', 'Закарпатская']
['Чистополь', 'Днепропетровская']
['Чкалово', 'Запорожская']
['Чкалово', 'Херсонская']
['Чкаловское', 'Харьковская']
['Чонгар', 'Херсонская']
['Чоп', 'Закарпатская']
['Чоповичи', 'Житомирская']
['Чорныводы', 'Хмельницкая']
['Чорныж', 'Волынская']
['Чортков', 'Тернопольская']
['Чотырбоки', 'Хмельницкая']
['Чубинское', 'Киевская']
['Чубинцы', 'Киевская']
['Чугуев', 'Харьковская']
['Чудей', 'Черновицкая']
['Чуднов', 'Житомирская']
['Чукаловка', 'Ивано-Франковская']
['Чулаковка', 'Херсонская']
['Чумаки', 'Днепропетровская']
['Чумалево', 'Закарпатская']
['Чупаховка', 'Сумская']
['Чутово', 'Полтавская']
['Шабалинов', 'Черниговская']
['Шабо', 'Одесская']
['Шаланки', 'Закарпатская']
['Шамраевка', 'Киевская']
['Шаргород', 'Винницкая']
['Шаровечка', 'Хмельницкая']
['Шатава', 'Хмельницкая']
['Шацк', 'Волынская']
['Шевченково', 'Ивано-Франковская']
['Шевченково', 'Киевская']
['Шевченково', 'Одесская']
['Шевченково', 'Полтавская']
['Шевченково', 'Харьковская']
['Шевченково', 'Черкасская']
['Шевченково (Шевченковский с/с)', 'Николаевская']
['Шелудьковка', 'Харьковская']
['Шендеровка', 'Черкасская']
['Шепетовка', 'Хмельницкая']
['Шершенцы', 'Одесская']
['Шестеринцы', 'Черкасская']
['Шиловцы', 'Черновицкая']
['Шипинцы', 'Черновицкая']
['Шиповатое', 'Харьковская']
['Широкий', 'Луганская']
['Широкое', 'Днепропетровская']
['Широкое', 'Закарпатская']
['Ширяево', 'Одесская']
['Шишаки', 'Полтавская']
['Шкаровка', 'Киевская']
['Шкло', 'Львовская']
['Шляховая', 'Винницкая']
['Шостка', 'Сумская']
['Шпиков', 'Винницкая']
['Шпитьки', 'Киевская']
['Шпола', 'Черкасская']
['Шрамковка', 'Черкасская']
['Шумск', 'Тернопольская']
['Щербани', 'Николаевская']
['Щирец', 'Львовская']
['Энергодар', 'Запорожская']
['Эсхар', 'Харьковская']
['Юбилейное', 'Херсонская']
['Южный', 'Одесская']
['Южноукраинск', 'Николаевская']
['Юрковка', 'Винницкая']
['Юрьевка', 'Днепропетровская']
['Яблонец', 'Житомирская']
['Яблонов', 'Ивано-Франковская']
['Яблоновка', 'Черниговская']
['Яворов', 'Львовская']
['Яготин', 'Киевская']
['Язловец', 'Тернопольская']
['Яковлевка', 'Одесская']
['Яланец', 'Винницкая']
['Ялта', 'Донецкая']
['Ямполь', 'Винницкая']
['Ямполь', 'Сумская']
['Ямполь', 'Хмельницкая']
['Яремче', 'Ивано-Франковская']
['Яреськи', 'Полтавская']
['Ярмолинцы', 'Хмельницкая']
['Ярунь', 'Житомирская']
['Ясенов', 'Львовская']
['Ясеново Второе', 'Одесская']
['Ясиня', 'Закарпатская']
['Ясниска', 'Львовская']
['Ясногорка', 'Донецкая']
['Ясногорка', 'Ровенская']
['Яснозорье', 'Черкасская']
